ID_Cliente,Demografia_Regiao,Plano_Assinatura,Tempo_Visualizacao_Mensal_Horas,Interacoes_Suporte_Mensal,Media_Avaliacoes_Filmes,Status_Retencao,Data_Ultimo_Login
CLI_10384,Nordeste,Premium,87.1,0,4.6,Retido,N/A
CLI_10385,Sudeste,Padrão,76.6,0,4.5,Retido,N/A
CLI_10386,Sudeste,Premium,94.1,0,4.5,Retido,N/A
CLI_10387,Sudeste,Básico,31.4,0,3.7,Retido,N/A
CLI_10388,Sul,Básico,149.1,0,4.5,Retido,N/A
CLI_10389,Sul,Básico,79.3,0,3.9,Retido,N/A
CLI_10390,Sudeste,Padrão,7.3,2,3.3,Churn,2025-06-01
CLI_10391,Sul,Premium,61.0,1,3.8,Retido,N/A
CLI_10392,Norte,Básico,17.8,1,2.0,Churn,2025-04-29
CLI_10393,Centro-Oeste,Básico,26.2,3,3.1,Churn,2025-07-10
CLI_10394,Sudeste,Padrão,90.8,0,4.9,Retido,N/A
CLI_10395,Sudeste,Premium,104.4,1,4.1,Retido,N/A
CLI_10396,Norte,Premium,16.3,1,2.3,Churn,2025-07-27
CLI_10397,Nordeste,Padrão,31.2,2,3.6,Churn,2025-08-30
CLI_10398,Sul,Padrão,145.1,0,4.4,Retido,N/A
CLI_10399,Sudeste,Padrão,91.9,1,3.7,Retido,N/A
CLI_10400,Sudeste,Premium,74.9,1,3.5,Retido,N/A
CLI_10401,Sudeste,Premium,51.1,1,4.0,Retido,N/A
CLI_10402,Nordeste,Premium,111.3,1,3.8,Retido,N/A
CLI_10403,Centro-Oeste,Padrão,37.4,0,4.6,Retido,N/A
CLI_10404,Sul,Básico,118.0,0,4.6,Retido,N/A
CLI_10405,Nordeste,Básico,115.8,1,4.7,Retido,N/A
CLI_10406,Sudeste,Padrão,40.6,0,4.9,Retido,N/A
CLI_10407,Sudeste,Básico,,0,4.3,Retido,N/A
CLI_10408,Sul,Premium,78.3,1,4.6,Retido,N/A
CLI_10409,Sul,Padrão,77.6,0,3.7,Retido,N/A
CLI_10410,Norte,Premium,134.2,0,4.6,Retido,N/A
CLI_10411,Nordeste,Padrão,71.1,1,4.4,Retido,N/A
CLI_10412,Sul,Padrão,103.7,0,3.8,Retido,N/A
CLI_10413,Centro-Oeste,Básico,7.4,1,4.0,Churn,2025-06-07
CLI_10414,Sudeste,Básico,76.9,1,4.6,Retido,N/A
CLI_10415,Nordeste,Padrão,54.6,0,4.5,Retido,N/A
CLI_10416,Sudeste,Padrão,112.2,0,5.0,Retido,N/A
CLI_10417,Sul,Básico,83.2,0,4.5,Retido,N/A
CLI_10418,Sudeste,Premium,112.4,0,3.9,Retido,N/A
CLI_10419,Sudeste,Premium,132.1,2,3.9,Retido,N/A
CLI_10420,Sudeste,Premium,95.8,0,3.7,Retido,N/A
CLI_10421,Sudeste,Básico,115.6,2,5.0,Retido,N/A
CLI_10422,Nordeste,Premium,20.1,3,3.5,Churn,2025-08-19
CLI_10423,Sudeste,Premium,34.6,0,3.7,Retido,N/A
CLI_10424,Sudeste,Premium,95.2,0,4.6,Retido,N/A
CLI_10425,Sudeste,Premium,34.8,1,3.7,Retido,N/A
CLI_10426,Centro-Oeste,Básico,14.3,1,2.9,Churn,2025-06-02
CLI_10427,Sul,Premium,64.6,0,3.7,Retido,N/A
CLI_10428,Centro-Oeste,Premium,87.5,1,4.4,Retido,N/A
CLI_10429,Sul,Padrão,30.2,0,4.1,Retido,N/A
CLI_10430,Nordeste,Premium,131.6,1,4.5,Retido,N/A
CLI_10431,Sul,Premium,87.8,2,4.9,Retido,N/A
CLI_10432,Sudeste,Padrão,149.7,2,4.0,Retido,N/A
CLI_10433,Centro-Oeste,Premium,33.5,2,3.6,Retido,N/A
CLI_10434,Nordeste,Básico,115.8,2,3.9,Retido,N/A
CLI_10435,Sul,Básico,86.5,1,4.4,Retido,N/A
CLI_10436,Sul,Padrão,76.9,0,4.2,Retido,N/A
CLI_10437,Sul,Padrão,111.7,0,4.8,Retido,N/A
CLI_10438,Centro-Oeste,Básico,32.8,2,4.4,Retido,N/A
CLI_10439,Sul,Premium,110.6,0,4.1,Retido,N/A
CLI_10440,Sudeste,Básico,44.1,0,4.1,Retido,N/A
CLI_10441,Sul,Premium,54.9,0,4.2,Retido,N/A
CLI_10442,Centro-Oeste,Básico,,3,1.9,Churn,2025-04-30
CLI_10443,Centro-Oeste,Básico,98.7,1,4.4,Retido,N/A
CLI_10444,Nordeste,Básico,67.0,0,4.0,Retido,N/A
CLI_10445,Sul,Básico,,0,4.2,Retido,N/A
CLI_10446,Sudeste,Premium,34.0,1,4.3,Retido,N/A
CLI_10447,Sudeste,Básico,28.8,2,2.8,Churn,2025-08-20
CLI_10448,Sudeste,Premium,,2,3.8,Churn,2025-07-15
CLI_10449,Sudeste,Premium,87.7,0,4.6,Retido,N/A
CLI_10450,Sul,Padrão,61.1,1,4.9,Retido,N/A
CLI_10451,Sudeste,Padrão,127.2,1,3.5,Retido,N/A
CLI_10452,Centro-Oeste,Básico,126.0,0,3.6,Retido,N/A
CLI_10453,Sudeste,Básico,38.0,0,4.4,Retido,N/A
CLI_10454,Sudeste,Padrão,141.3,2,4.8,Retido,N/A
CLI_10455,Sul,Padrão,37.3,1,4.1,Retido,N/A
CLI_10456,Centro-Oeste,Básico,28.8,0,4.4,Retido,N/A
CLI_10457,Sul,Premium,92.0,0,4.1,Retido,N/A
CLI_10458,Sudeste,Básico,86.6,0,3.5,Retido,N/A
CLI_10459,Sudeste,Premium,106.4,2,4.8,Retido,N/A
CLI_10460,Sudeste,Premium,38.4,0,4.8,Retido,N/A
CLI_10461,Nordeste,Premium,100.2,2,4.6,Retido,N/A
CLI_10462,Sudeste,Premium,77.8,2,4.4,Retido,N/A
CLI_10463,Sul,Premium,31.7,0,4.9,Retido,N/A
CLI_10464,Norte,Básico,108.1,1,3.8,Retido,N/A
CLI_10465,Sudeste,Premium,98.3,2,3.7,Retido,N/A
CLI_10466,Centro-Oeste,Básico,132.3,0,4.2,Retido,N/A
CLI_10467,Sudeste,Padrão,76.3,0,4.8,Retido,N/A
CLI_10468,Centro-Oeste,Premium,115.5,2,3.8,Retido,N/A
CLI_10469,Centro-Oeste,Padrão,41.9,1,2.4,Churn,2025-06-21
CLI_10470,Centro-Oeste,Premium,102.8,2,4.7,Retido,N/A
CLI_10471,Nordeste,Premium,82.6,0,3.8,Retido,N/A
CLI_10472,Sudeste,Padrão,34.2,0,4.4,Retido,N/A
CLI_10473,Centro-Oeste,PADRÃO,104.8,0,4.4,Retido,N/A
CLI_10474,Sudeste,Básico,158.2,1,3.8,Retido,N/A
CLI_10475,Centro-Oeste,Básico,47.6,1,2.0,Churn,2025-06-29
CLI_10476,Nordeste,Padrão,137.2,0,4.0,Retido,N/A
CLI_10477,Sudeste,Premium,82.2,0,3.8,Retido,N/A
CLI_10478,Centro-Oeste,Básico,124.5,0,4.8,Retido,N/A
CLI_10479,Sudeste,Premium,54.8,2,4.6,Retido,N/A
CLI_10480,Norte,Padrão,72.5,1,4.5,Retido,N/A
CLI_10481,Sudeste,Premium,118.2,1,4.2,Retido,N/A
CLI_10482,Sul,Básico,68.2,0,4.5,Retido,N/A
CLI_10483,Nordeste,Premium,61.9,1,3.7,Retido,N/A
CLI_10484,Sudeste,Básico,144.8,0,3.7,Retido,N/A
CLI_10485,Sudeste,Padrão,65.9,0,4.0,Retido,N/A
CLI_10486,Sudeste,Premium,121.3,2,4.9,Retido,N/A
CLI_10487,Centro-Oeste,Padrão,124.9,2,4.1,Retido,N/A
CLI_10488,Nordeste,Básico,27.1,0,3.7,Retido,N/A
CLI_10489,Sudeste,Básico,12.8,2,3.4,Churn,2025-09-09
CLI_10490,Sul,Premium,98.3,1,4.7,Retido,N/A
CLI_10491,Sudeste,Básico,112.5,1,4.3,Retido,N/A
CLI_10492,Sul,Básico,96.2,0,3.8,Retido,N/A
CLI_10493,Sudeste,Padrão,15.0,2,2.4,Churn,2025-08-18
CLI_10494,Sul,Padrão,127.0,1,4.5,Retido,N/A
CLI_10495,Centro-Oeste,Premium,105.2,0,4.7,Retido,N/A
CLI_10496,Sul,Premium,17.5,1,2.6,Churn,2025-06-23
CLI_10497,Nordeste,Premium,65.3,0,3.7,Retido,N/A
CLI_10498,Sudeste,Padrão,28.2,2,3.7,Churn,2025-04-28
CLI_10499,Sul,Premium,65.9,0,4.5,Retido,N/A
CLI_10500,Sudeste,Padrão,41.5,0,4.6,Retido,N/A
CLI_10501,Nordeste,Básico,121.7,1,4.2,Retido,N/A
CLI_10502,Sudeste,Padrão,138.7,0,4.0,Retido,N/A
CLI_10503,Centro-Oeste,Premium,78.9,1,4.8,Retido,N/A
CLI_10504,Centro-Oeste,Padrão,134.5,1,4.4,Retido,N/A
CLI_10505,Sudeste,Premium,32.5,1,3.6,Retido,N/A
CLI_10506,Sul,Premium,47.4,2,3.9,Retido,N/A
CLI_10507,Sudeste,Básico,8.7,2,3.6,Churn,2025-06-21
CLI_10508,Sudeste,Padrão,5.1,2,1.8,Churn,2025-07-22
CLI_10509,Sudeste,Padrão,32.4,0,3.6,Retido,N/A
CLI_10510,Sudeste,Premium,118.4,0,4.1,Retido,N/A
CLI_10511,Centro-Oeste,Básico,65.4,0,4.0,Retido,N/A
CLI_10512,Sudeste,Básico,132.0,0,3.9,Retido,N/A
CLI_10513,Sudeste,Premium,125.1,0,5.0,Retido,N/A
CLI_10514,Sudeste,Básico,92.3,0,5.0,Retido,N/A
CLI_10515,Sul,Padrão,143.5,0,4.3,Retido,N/A
CLI_10516,Sudeste,Premium,57.2,1,3.9,Retido,N/A
CLI_10517,Sudeste,Premium,50.5,1,2.5,Churn,2025-05-27
CLI_10518,Centro-Oeste,Básico,56.5,99,3.9,Retido,N/A
CLI_10519,Nordeste,Padrão,13.6,2,2.1,Churn,2025-05-18
CLI_10520,Sudeste,Premium,10.2,3,3.4,Churn,2025-06-09
CLI_10521,Sudeste,Básico,125.4,0,4.7,Retido,N/A
CLI_10522,Sudeste,Premium,135.5,0,4.2,Retido,N/A
CLI_10523,Centro-Oeste,Premium,89.2,0,4.9,Retido,N/A
CLI_10524,Nordeste,Básico,37.5,2,3.2,Churn,2025-05-13
CLI_10525,Sul,Padrão,146.3,0,4.4,Retido,N/A
CLI_10526,Sudeste,Básico,48.1,1,3.7,Churn,2025-04-29
CLI_10527,Sudeste,Premium,56.8,2,4.5,Retido,N/A
CLI_10528,Sul,Premium,52.7,0,4.7,Retido,N/A
CLI_10529,Sul,Padrão,64.4,1,3.9,Retido,N/A
CLI_10530,Sudeste,Padrão,137.0,0,4.4,Retido,N/A
CLI_10531,Centro-Oeste,Premium,50.8,0,4.6,Retido,N/A
CLI_10532,Centro-Oeste,Padrão,116.1,0,4.4,Retido,N/A
CLI_10533,Sudeste,Básico,57.3,0,3.9,Retido,N/A
CLI_10534,Centro-Oeste,Premium,104.7,0,4.3,Retido,N/A
CLI_10535,Norte,Padrão,30.5,3,3.7,Churn,2025-08-26
CLI_10536,Sudeste,Premium,85.8,1,4.5,Retido,N/A
CLI_10537,Sul,Padrão,43.6,0,3.7,Retido,N/A
CLI_10538,Centro-Oeste,PADRÃO,110.6,0,4.4,Retido,N/A
CLI_10539,Sudeste,Premium,123.8,2,4.1,Retido,N/A
CLI_10540,Centro-Oeste,Básico,122.7,1,4.5,Retido,N/A
CLI_10541,Nordeste,Premium,114.2,0,4.2,Retido,N/A
CLI_10542,Centro-Oeste,Premium,95.7,1,4.8,Retido,N/A
CLI_10543,Sudeste,Premium,77.3,0,3.8,Retido,N/A
CLI_10544,Sul,Básico,63.2,0,4.2,Retido,N/A
CLI_10545,Nordeste,Premium,18.9,3,3.8,Churn,2025-09-19
CLI_10546,Norte,Padrão,88.0,1,4.1,Retido,N/A
CLI_10547,Sudeste,Padrão,24.1,2,2.9,Churn,2025-07-21
CLI_10548,Sul,Básico,57.7,1,4.6,Retido,N/A
CLI_10549,Sudeste,Padrão,114.9,0,4.9,Retido,N/A
CLI_10550,Nordeste,Básico,132.5,0,4.7,Retido,N/A
CLI_10551,Sudeste,Premium,24.1,1,2.3,Churn,N/A
CLI_10552,Sul,Básico,141.5,1,3.9,Retido,N/A
CLI_10553,Sul,Básico,59.4,1,4.9,Retido,N/A
CLI_10554,Sudeste,Básico,134.6,0,4.1,Retido,N/A
CLI_10555,Centro-Oeste,Premium,33.0,0,4.2,Retido,N/A
CLI_10556,Nordeste,Padrão,138.8,0,3.9,Retido,N/A
CLI_10557,Sul,Básico,58.7,0,4.8,Retido,N/A
CLI_10558,Centro-Oeste,Premium,66.4,1,3.8,Retido,N/A
CLI_10559,Nordeste,Básico,46.7,1,3.7,Churn,2025-08-15
CLI_10560,Sudeste,Padrão,53.3,1,4.9,Retido,N/A
CLI_10561,Sul,Premium,127.9,1,4.7,Retido,N/A
CLI_10562,Sudeste,Premium,126.5,0,4.9,Retido,N/A
CLI_10563,Centro-Oeste,Premium,85.8,1,4.8,Retido,N/A
CLI_10564,Sudeste,Básico,111.8,1,4.3,Retido,N/A
CLI_10565,Nordeste,Premium,46.1,1,4.2,Retido,N/A
CLI_10566,Sudeste,Premium,31.7,0,5.0,Retido,N/A
CLI_10567,Sul,Padrão,35.6,2,1.7,Churn,2025-04-24
CLI_10568,Centro-Oeste,Premium,36.8,1,3.7,Retido,N/A
CLI_10569,Sul,Básico,139.3,0,4.5,Retido,N/A
CLI_10570,Sul,PADRÃO,134.6,0,3.6,Retido,N/A
CLI_10571,Sudeste,Básico,123.2,0,4.2,Retido,N/A
CLI_10572,Centro-Oeste,Premium,106.0,0,4.5,Retido,N/A
CLI_10573,Sudeste,Básico,116.5,0,4.5,Retido,N/A
CLI_10574,Sudeste,Premium,101.1,0,4.8,Retido,N/A
CLI_10575,Sudeste,Padrão,29.9,3,2.2,Churn,N/A
CLI_10576,Sudeste,Básico,106.6,0,3.5,Retido,N/A
CLI_10577,Centro-Oeste,Padrão,125.9,0,4.3,Retido,N/A
CLI_10578,Sudeste,Premium,74.2,0,4.0,Retido,N/A
CLI_10579,Sudeste,Básico,45.6,0,4.6,Retido,N/A
CLI_10580,Norte,Básico,68.9,0,4.9,Retido,N/A
CLI_10581,Norte,Padrão,106.1,1,4.0,Retido,N/A
CLI_10582,Nordeste,Padrão,114.5,1,4.1,Retido,N/A
CLI_10583,Sudeste,Premium,45.4,1,2.7,Churn,2025-09-07
CLI_10584,Sudeste,Padrão,43.8,1,3.1,Churn,N/A
CLI_10585,Centro-Oeste,Padrão,57.3,1,4.1,Retido,N/A
CLI_10586,Centro-Oeste,Padrão,69.9,0,4.9,Retido,N/A
CLI_10587,Centro-Oeste,Básico,,0,3.7,Retido,N/A
CLI_10588,Sudeste,Básico,126.7,0,4.9,Retido,N/A
CLI_10589,Norte,Premium,61.8,1,4.3,Retido,N/A
CLI_10590,Norte,Básico,33.7,1,4.1,Retido,N/A
CLI_10591,Sudeste,Padrão,66.9,1,4.4,Retido,N/A
CLI_10592,Norte,Premium,34.4,0,4.6,Retido,N/A
CLI_10593,Centro-Oeste,Básico,59.3,2,3.9,Retido,N/A
CLI_10594,Sudeste,Básico,85.7,0,4.8,Retido,N/A
CLI_10595,Centro-Oeste,Premium,78.8,1,4.4,Retido,N/A
CLI_10596,Sul,Padrão,94.7,0,4.9,Retido,N/A
CLI_10597,Sudeste,Básico,33.6,2,3.7,Churn,2025-09-07
CLI_10598,Sudeste,Premium,,1,3.8,Retido,N/A
CLI_10599,Centro-Oeste,Básico,116.3,0,3.7,Retido,N/A
CLI_10600,Nordeste,Básico,134.0,0,3.7,Retido,N/A
CLI_10601,Sul,Premium,133.2,0,4.9,Retido,N/A
CLI_10602,Sudeste,Premium,82.7,0,4.5,Retido,N/A
CLI_10603,Centro-Oeste,Premium,156.7,99,3.7,Retido,N/A
CLI_10604,Centro-Oeste,Básico,68.1,0,5.0,Retido,N/A
CLI_10605,Centro-Oeste,Básico,125.9,0,4.3,Retido,N/A
CLI_10606,Nordeste,Padrão,119.4,0,3.8,Retido,N/A
CLI_10607,Centro-Oeste,Básico,57.0,0,4.9,Retido,N/A
CLI_10608,Nordeste,Básico,55.5,0,4.2,Retido,N/A
CLI_10609,Norte,Premium,36.2,0,3.9,Retido,N/A
CLI_10610,Sudeste,Premium,69.7,0,3.8,Retido,N/A
CLI_10611,Sudeste,Premium,133.4,0,4.6,Retido,N/A
CLI_10612,Sudeste,Premium,143.1,2,4.3,Retido,N/A
CLI_10613,Sudeste,Básico,100.1,0,4.4,Retido,N/A
CLI_10614,Sudeste,Básico,43.0,2,4.0,Churn,2025-08-15
CLI_10615,Sudeste,Básico,52.7,1,3.8,Churn,2025-05-06
CLI_10616,Centro-Oeste,Básico,8.8,3,1.8,Churn,2025-05-31
CLI_10617,Centro-Oeste,Básico,68.1,0,4.7,Retido,N/A
CLI_10618,Sudeste,Básico,70.1,0,4.5,Retido,N/A
CLI_10619,Centro-Oeste,Premium,106.9,0,4.2,Retido,N/A
CLI_10620,Norte,Premium,113.1,0,4.0,Retido,N/A
CLI_10621,Sul,Básico,74.8,0,3.9,Retido,N/A
CLI_10622,Sudeste,Padrão,115.4,1,4.4,Retido,N/A
CLI_10623,Sudeste,Básico,33.9,1,4.7,Retido,N/A
CLI_10624,Sul,Premium,82.6,1,4.6,Retido,N/A
CLI_10625,Sudeste,Básico,60.0,0,4.1,Retido,N/A
CLI_10626,Centro-Oeste,Premium,64.9,1,4.8,Retido,N/A
CLI_10627,Centro-Oeste,PADRÃO,86.2,0,3.6,Retido,N/A
CLI_10628,Norte,Básico,149.5,0,3.6,Retido,N/A
CLI_10629,Sudeste,Premium,143.2,0,4.0,Retido,N/A
CLI_10630,Nordeste,Padrão,125.9,0,4.5,Retido,N/A
CLI_10631,Sudeste,Básico,82.0,1,3.5,Retido,N/A
CLI_10632,Sudeste,Premium,102.0,2,3.7,Retido,N/A
CLI_10633,Sul,Padrão,7.3,2,1.9,Churn,N/A
CLI_10634,Centro-Oeste,Premium,118.7,0,4.3,Retido,N/A
CLI_10635,Sudeste,Premium,47.4,0,4.1,Retido,N/A
CLI_10636,Sudeste,Básico,38.4,1,3.5,Churn,2025-07-03
CLI_10637,Nordeste,Padrão,36.0,1,1.7,Churn,2025-08-07
CLI_10638,Nordeste,Padrão,38.3,0,4.2,Retido,N/A
CLI_10639,Sudeste,Premium,106.3,1,3.9,Retido,N/A
CLI_10640,Nordeste,Básico,142.3,1,4.8,Retido,N/A
CLI_10641,Centro-Oeste,Básico,137.6,0,4.3,Retido,N/A
CLI_10642,Nordeste,Padrão,33.9,1,4.7,Retido,N/A
CLI_10643,Sudeste,Premium,33.0,2,5.0,Retido,N/A
CLI_10644,Centro-Oeste,Básico,21.9,1,3.2,Churn,2025-08-29
CLI_10645,Nordeste,Básico,44.6,1,4.7,Retido,N/A
CLI_10646,Sul,Premium,129.6,0,3.9,Retido,N/A
CLI_10647,Sul,Padrão,35.1,2,2.5,Churn,2025-08-29
CLI_10648,Sudeste,Padrão,36.1,1,4.8,Retido,N/A
CLI_10649,Sudeste,Básico,64.4,0,3.9,Retido,N/A
CLI_10650,Sudeste,Básico,73.2,0,4.5,Retido,N/A
CLI_10651,Centro-Oeste,Padrão,41.4,0,4.6,Retido,N/A
CLI_10652,Sudeste,Premium,44.9,2,4.3,Retido,N/A
CLI_10653,Nordeste,Básico,25.7,1,3.1,Churn,2025-09-09
CLI_10654,Sudeste,Premium,57.1,0,4.0,Retido,N/A
CLI_10655,Sudeste,Padrão,131.1,1,4.8,Retido,N/A
CLI_10656,Centro-Oeste,Premium,36.8,0,4.9,Retido,N/A
CLI_10657,Sudeste,Premium,46.3,0,3.5,Retido,N/A
CLI_10658,Sudeste,Padrão,32.3,1,1.9,Churn,2025-08-27
CLI_10659,Sudeste,Premium,68.1,0,3.6,Retido,N/A
CLI_10660,Sudeste,Premium,63.1,1,3.6,Retido,N/A
CLI_10661,Norte,Básico,105.0,1,4.3,Retido,N/A
CLI_10662,Sudeste,Padrão,21.5,1,3.6,Churn,2025-05-10
CLI_10663,Centro-Oeste,Padrão,44.1,1,3.2,Churn,2025-06-07
CLI_10664,Sudeste,Premium,108.0,1,4.4,Retido,N/A
CLI_10665,Nordeste,Básico,84.2,0,3.7,Retido,N/A
CLI_10666,Sudeste,Padrão,11.8,2,2.8,Churn,2025-07-19
CLI_10667,Sudeste,Premium,118.4,0,4.0,Retido,N/A
CLI_10668,Sul,Básico,107.5,0,4.8,Retido,N/A
CLI_10669,Centro-Oeste,Premium,125.0,0,4.8,Retido,N/A
CLI_10670,Sudeste,Padrão,78.5,0,4.1,Retido,N/A
CLI_10671,Sul,Padrão,65.9,1,4.4,Retido,N/A
CLI_10672,Nordeste,Padrão,66.6,0,4.9,Retido,N/A
CLI_10673,Nordeste,Padrão,40.7,0,4.1,Retido,N/A
CLI_10674,Centro-Oeste,Padrão,20.5,2,3.1,Churn,2025-05-19
CLI_10675,Sudeste,Premium,131.9,0,4.3,Retido,N/A
CLI_10676,Norte,Padrão,46.6,1,3.7,Churn,2025-05-21
CLI_10677,Sul,Premium,142.0,2,3.7,Retido,N/A
CLI_10678,Sudeste,Básico,93.2,0,4.4,Retido,N/A
CLI_10679,Sudeste,Padrão,56.6,0,4.4,Retido,N/A
CLI_10680,Centro-Oeste,Premium,80.8,0,4.9,Retido,N/A
CLI_10681,Sul,Premium,133.7,1,4.2,Retido,N/A
CLI_10682,Centro-Oeste,Premium,102.0,0,4.0,Retido,N/A
CLI_10683,Sudeste,Premium,54.2,0,4.0,Retido,N/A
CLI_10684,Sul,Premium,103.6,1,5.0,Retido,N/A
CLI_10685,Nordeste,Padrão,142.2,1,4.5,Retido,N/A
CLI_10686,Sudeste,Padrão,56.8,0,3.6,Retido,N/A
CLI_10687,Centro-Oeste,Básico,141.7,0,4.4,Retido,N/A
CLI_10688,Nordeste,Premium,44.3,1,3.0,Churn,2025-08-20
CLI_10689,Centro-Oeste,Premium,142.2,0,3.5,Retido,N/A
CLI_10690,Sudeste,Padrão,61.8,1,4.3,Retido,N/A
CLI_10691,Sudeste,Básico,162.4,0,4.3,Retido,N/A
CLI_10692,Sul,Básico,61.5,0,3.8,Retido,N/A
CLI_10693,Centro-Oeste,Padrão,11.8,2,3.5,Churn,2025-07-20
CLI_10694,Nordeste,Básico,94.4,0,4.9,Retido,N/A
CLI_10695,Sudeste,Básico,148.4,1,4.1,Retido,N/A
CLI_10696,Centro-Oeste,Básico,134.1,1,4.2,Retido,N/A
CLI_10697,Norte,Básico,,1,4.6,Retido,N/A
CLI_10698,Nordeste,Premium,38.4,3,2.4,Churn,N/A
CLI_10699,Sudeste,Padrão,18.0,3,3.9,Churn,2025-08-26
CLI_10700,Sudeste,Padrão,29.6,2,1.5,Churn,2025-05-04
CLI_10701,Norte,Básico,117.8,0,4.1,Retido,N/A
CLI_10702,Sudeste,Básico,10.9,1,3.7,Churn,2025-07-14
CLI_10703,Nordeste,Premium,111.6,1,4.4,Retido,N/A
CLI_10704,Centro-Oeste,Básico,93.8,0,4.8,Retido,N/A
CLI_10705,Sul,Básico,86.1,1,3.6,Retido,N/A
CLI_10706,Sudeste,Básico,142.1,0,4.6,Retido,N/A
CLI_10707,Sudeste,Padrão,109.7,0,4.7,Retido,N/A
CLI_10708,Norte,Básico,75.3,0,4.1,Retido,N/A
CLI_10709,Centro-Oeste,Premium,54.4,1,3.6,Retido,N/A
CLI_10710,Centro-Oeste,Premium,125.0,0,4.3,Retido,N/A
CLI_10711,Sudeste,Básico,135.9,0,3.6,Retido,N/A
CLI_10712,Sul,Padrão,47.8,1,4.3,Retido,N/A
CLI_10713,Sul,Premium,29.1,2,3.6,Churn,2025-06-11
CLI_10714,Centro-Oeste,Básico,58.7,1,4.1,Retido,N/A
CLI_10715,Centro-Oeste,Premium,27.5,0,4.9,Retido,N/A
CLI_10716,Centro-Oeste,Padrão,140.7,1,4.7,Retido,N/A
CLI_10717,Sudeste,Básico,102.1,1,4.3,Retido,N/A
CLI_10718,Centro-Oeste,Padrão,27.4,2,1.8,Churn,2025-08-08
CLI_10719,Nordeste,Básico,10.4,2,3.8,Churn,2025-08-01
CLI_10720,Sul,Básico,137.9,2,4.5,Retido,N/A
CLI_10721,Sudeste,Básico,113.6,99,4.8,Retido,N/A
CLI_10722,Sudeste,Premium,38.7,1,4.1,Retido,N/A
CLI_10723,Centro-Oeste,Padrão,106.6,0,3.7,Retido,N/A
CLI_10724,Sudeste,Padrão,47.3,0,4.4,Retido,N/A
CLI_10725,Sudeste,Premium,90.4,1,4.9,Retido,N/A
CLI_10726,Sul,Premium,145.8,1,4.4,Retido,N/A
CLI_10727,Norte,Padrão,133.5,0,3.9,Retido,N/A
CLI_10728,Sudeste,Premium,102.5,1,4.8,Retido,N/A
CLI_10729,Nordeste,Premium,115.1,2,4.5,Retido,N/A
CLI_10730,Nordeste,Padrão,42.7,1,3.0,Churn,2025-07-22
CLI_10731,Sudeste,Padrão,79.1,0,3.6,Retido,N/A
CLI_10732,Centro-Oeste,Premium,51.7,0,3.8,Retido,N/A
CLI_10733,Centro-Oeste,Premium,152.6,1,3.8,Retido,N/A
CLI_10734,Sudeste,Básico,13.9,2,2.1,Churn,2025-07-23
CLI_10735,Sudeste,Padrão,131.5,2,4.9,Retido,N/A
CLI_10736,Sudeste,Padrão,119.7,0,4.5,Retido,N/A
CLI_10737,Sudeste,Premium,69.0,1,4.8,Retido,N/A
CLI_10738,Nordeste,Básico,122.2,0,4.8,Retido,N/A
CLI_10739,Sul,Padrão,32.7,2,4.6,Retido,N/A
CLI_10740,Nordeste,Básico,103.4,0,4.6,Retido,N/A
CLI_10741,Sul,Básico,30.7,1,1.9,Churn,2025-07-14
CLI_10742,Sudeste,Básico,20.3,2,3.6,Churn,2025-05-09
CLI_10743,Centro-Oeste,Premium,14.8,2,2.7,Churn,2025-04-29
CLI_10744,Sudeste,Premium,103.0,0,4.7,Retido,N/A
CLI_10745,Sudeste,Padrão,119.4,0,4.3,Retido,N/A
CLI_10746,Sudeste,Padrão,101.7,0,4.8,Retido,N/A
CLI_10747,Sudeste,Básico,142.1,1,3.9,Retido,N/A
CLI_10748,Sudeste,Premium,110.1,0,4.4,Retido,N/A
CLI_10749,Norte,Básico,26.6,1,3.8,Churn,2025-07-08
CLI_10750,Centro-Oeste,Padrão,30.0,1,2.6,Churn,2025-05-08
CLI_10751,Centro-Oeste,PADRÃO,115.9,0,3.6,Retido,N/A
CLI_10752,Norte,Premium,124.1,0,4.2,Retido,N/A
CLI_10753,Sudeste,Premium,65.6,0,4.1,Retido,N/A
CLI_10754,Centro-Oeste,Padrão,150.9,99,4.1,Retido,N/A
CLI_10755,Centro-Oeste,Básico,28.3,1,3.2,Churn,2025-05-07
CLI_10756,Sudeste,Premium,144.9,1,4.8,Retido,N/A
CLI_10757,Sul,Premium,60.0,0,4.3,Retido,N/A
CLI_10758,Sudeste,Básico,56.4,1,4.0,Retido,N/A
CLI_10759,Sul,Padrão,8.4,1,2.4,Churn,2025-08-31
CLI_10760,Centro-Oeste,Básico,60.4,0,4.1,Retido,N/A
CLI_10761,Sul,Padrão,97.3,0,4.6,Retido,N/A
CLI_10762,Nordeste,Padrão,37.2,3,2.3,Churn,2025-05-28
CLI_10763,Centro-Oeste,Padrão,98.3,0,4.5,Retido,N/A
CLI_10764,Sudeste,Básico,27.7,1,5.0,Retido,N/A
CLI_10765,Sudeste,Básico,34.8,0,4.9,Retido,N/A
CLI_10766,Sul,Padrão,121.3,0,5.0,Retido,N/A
CLI_10767,Nordeste,Padrão,56.3,0,3.6,Retido,N/A
CLI_10768,Centro-Oeste,Básico,45.7,1,4.2,Retido,N/A
CLI_10769,Centro-Oeste,Básico,139.4,0,3.8,Retido,N/A
